"G: 16000, DT: 0.0007"		x	y	vx	vy	p_mag	v_mag
	100000.01	-70.8752951	-71.25215188	-1413.666281	1400.672854	100.4996348	1990.059496
	100000.01	-73.76111926	-68.22894914	-1354.198318	1458.822005	100.4783171	1990.481029
	100000.01	-75.61405836	-66.14724698	-1313.217062	1496.205667	100.4636457	1990.771321
	100000.01	-77.40853583	-64.01440261	-1271.202302	1532.44888	100.4486195	1991.068774
	100000.01	-79.1431374	-61.83204286	-1228.185182	1567.522964	100.4332501	1991.373165
	100000.01	-80.81649323	-59.60183383	-1184.197647	1601.400057	100.4175491	1991.684265
	100000.01	-82.42727905	-57.32547975	-1139.272426	1634.053139	100.4015287	1992.001838
	100000.01	-83.97421719	-55.00472179	-1093.443012	1665.456051	100.385201	1992.325646
	100000.01	-85.45607767	-52.64133679	-1046.743636	1695.58352	100.3685785	1992.655443
	100000.01	-86.87167917	-50.23713605	-999.2092509	1724.411179	100.351674	1992.990978
	100000.01	-88.21989006	-47.79396399	-950.8755076	1751.915588	100.3345005	1993.331999
	100000.01	-89.49962931	-45.31369685	-901.7787311	1778.074257	100.3170712	1993.678245
	100000.01	-90.70986745	-42.79824136	-851.9558977	1802.865665	100.2993994	1994.029453
	100000.01	-91.84962744	-40.24953333	-801.4446106	1826.269279	100.2814988	1994.385355
	100000.01	-92.91798549	-37.66953627	-750.2830751	1848.265574	100.2633831	1994.745679
	100000.01	-93.91407193	-35.06023992	-698.5100727	1868.836052	100.2450664	1995.11015
	100000.01	-94.83707197	-32.42365886	-646.1649356	1887.963261	100.2265627	1995.478489
	100000.01	-95.68622641	-29.76183096	-593.2875191	1905.630811	100.2078864	1995.850412
	100000.01	-96.46083239	-27.07681591	-539.9181746	1921.823392	100.189052	1996.225635
	100000.01	-97.16024403	-24.3706937	-486.0977215	1936.52679	100.170074	1996.603868
	100000.01	-97.78387307	-21.64556303	-431.8674183	1949.727904	100.1509672	1996.984819
	100000.01	-98.33118942	-18.90353978	-377.2689334	1961.414758	100.1317464	1997.368194
	100000.01	-98.80172177	-16.14675538	-322.3443153	1971.57652	100.1124265	1997.753697
	100000.01	-99.195058	-13.37735523	-267.1359622	1980.203511	100.0930226	1998.141028
	100000.01	-99.51084572	-10.59749704	-211.6865907	1987.287221	100.0735498	1998.529887
	100000.01	-99.74879263	-7.809349212	-156.0392048	1992.820318	100.0540232	1998.919972
	100000.01	-99.90866691	-5.015089153	-100.2370631	1996.796663	100.0344583	1999.310977
	100000.01	-99.99029754	-2.216901604	-44.32364681	1999.211319	100.0148702	1999.702599
	100000.01	-99.99357458	0.583023047	11.6573735	2000.060558	99.99527425	2000.09453
	100000.01	-99.85148755	4.781366356	95.65975713	1998.394111	99.96589933	2000.682336
	100000.01	-99.65880233	7.576029213	151.6177901	1995.321525	99.94635111	2001.073698
	100000.01	-99.38786257	10.3647431	207.4895771	1990.680132	99.92684888	2001.464292
	100000.01	-99.03883532	13.14531348	263.2310167	1984.471747	99.90740797	2001.853812
	100000.01	-98.61194936	15.91554967	318.7980076	1976.699434	99.88804372	2002.241949
	100000.01	-98.10749521	18.6732666	374.1464842	1967.367507	99.8687714	2002.628397
	100000.01	-97.52582497	21.41628653	429.2324529	1956.48153	99.84960623	2003.01285
	100000.01	-96.86735226	24.14244086	484.0120279	1944.048325	99.83056337	2003.395001
	100000.01	-96.13255196	26.84957182	538.4414679	1930.075964	99.8116579	2003.774548
	100000.01	-95.32196002	29.53553429	592.4772128	1914.573775	99.7929048	2004.151188
	100000.01	-94.43617315	32.1981975	646.07592	1897.552334	99.77431895	2004.524621
	100000.01	-93.47584846	34.83544681	699.1945021	1879.023469	99.75591512	2004.894548
	100000.01	-92.4417031	37.44518543	751.7901632	1859.000246	99.73770793	2005.260672
	100000.01	-91.33451376	40.02533618	803.8204365	1837.496973	99.7197119	2005.622701
	100000.01	-90.15511624	42.5738432	855.2432209	1814.529187	99.70194135	2005.980343
	100000.01	-88.90440484	45.08867366	906.0168187	1790.11365	99.68441048	2006.333312
	100000.01	-87.58333178	47.56781948	956.0999719	1764.268338	99.66713327	2006.681321
	100000.01	-86.19290654	50.00929901	1005.451899	1737.01243	99.65012355	2007.024092
	100000.01	-84.73419517	52.41115869	1054.032334	1708.366298	99.63339494	2007.361345
	100000.01	-83.20831951	54.77147475	1101.801558	1678.351496	99.61696082	2007.69281
	100000.01	-81.61645641	57.0883548	1148.720441	1646.990742	99.60083438	2008.018216
	100000.01	-79.95983681	59.35993946	1194.750474	1614.307905	99.58502857	2008.337299
	100000.01	-78.23974492	61.58440399	1239.853808	1580.327991	99.56955609	2008.649801
